asset_id,A001,A002,A003,A004,A005,A006,A007,A008,A009,A010,A011,A012,A013,A014,A015,A016,A017,A018,A019,A020,A021,A022,A023,A024,A025,A026,A027,A028,A029,A030,A031,A032,A033,A034,A035,A036,A037,A038,A039,A040,A041,A042,A043,A044,A045,A046,A047,A048,A049,A050
A026,0.000982176,0.001645892,0.001631951,0.000755416,0.001288658,0.000329926,4.2746E-05,0.001547088,0.000145767,0.002194204,0.0019131,0.001365905,0.00034816,9.52249E-05,0.000913787,0.002115462,0.000233688,0.0002077,-0.000100944,0.00060693,0.00106687,0.000352558,0.001273919,0.000903908,0.00063998,0.002578605,0.002152743,0.001873386,0.002030666,0.001254374,0.000250356,0.000714838,0.000937589,0.000329562,0.001005359,0.00154127,0.000631076,0.001003672,9.76659E-05,0.000292766,0.000985569,0.000242809,0.001897344,0.000626058,0.001080538,0.001573131,0.000518291,2.28011E-05,0.000470675,0.000838882
A027,0.000717717,0.002033639,0.001893178,0.001384665,0.000696522,0.000532228,3.34026E-05,0.001092325,0.000583994,0.002829271,0.002291974,0.001311804,0.000959511,0.000204227,0.0018677,0.001278727,0.000198437,0.000179625,0.001417046,0.00160435,0.001449848,0.00096671,0.00201803,0.001261906,0.000796517,0.002152743,0.003827794,0.002799921,0.002319729,0.001557704,1.21855E-05,0.000983909,0.000186988,0.000650326,0.001211532,0.002162957,0.001194081,0.001065266,0.000141933,0.000630906,0.001993476,0.000109578,0.002279557,0.000979108,0.001237561,0.002586547,0.000704151,5.33496E-05,0.000823985,0.001907077
A028,8.47632E-05,0.00220614,0.002115364,0.000876609,0.001062059,0.0011401,3.97473E-05,0.000604748,0.000456081,0.002469323,0.002376912,0.001770128,0.001783233,0.000249775,0.001569114,0.00127008,0.000302136,0.000155798,0.002228659,0.000666021,0.00125798,0.00108825,0.00169878,0.001561333,0.00146831,0.001873386,0.002799921,0.004562823,0.002260849,0.00164074,7.28306E-05,0.002038303,0.000727073,0.000480282,0.001732916,0.001777836,0.000989017,0.000178352,8.92618E-05,0.001238247,0.000802011,0.000172221,0.002275393,0.000908054,0.001871648,0.002007227,0.001363899,3.6307E-05,0.000620994,0.001615414
A029,0.001187045,0.001987358,0.002167653,-0.000362624,0.001101219,0.00058491,6.68619E-05,0.00068887,0.000634322,0.002279659,0.002207639,0.002004639,0.000925403,0.000106929,0.002237334,0.002765338,0.000141218,0.000184158,0.001444241,0.000641321,0.001391588,0.000748198,0.000905669,0.001530299,0.001861022,0.002030666,0.002319729,0.002260849,0.00369632,0.000698531,-4.19794E-06,0.00075086,0.001331476,0.000516471,0.000880463,0.002405507,0.000639285,0.000269373,0.00013187,0.0008618,0.000562435,0.000314995,0.002762333,0.001083728,0.000911999,0.002140161,0.000588454,4.66578E-05,0.001765449,0.001157962
A030,0.002783699,0.000928455,0.000532443,0.015703505,0.001388211,0.001296479,0.000236808,0.001263153,0.001294939,0.001952459,0.00126229,0.001275938,0.002366634,0.000263421,-0.000153794,0.002437929,0.000933464,0.000137274,0.019309144,0.021328082,0.022511062,0.000847054,0.002704127,0.019124147,0.002627388,0.001254374,0.001557704,0.00164074,0.000698531,0.030974719,0.000462389,0.001687145,0.002507403,0.001335746,0.001534453,0.0013931,0.001055854,0.002204412,0.000193421,0.021819923,0.02227885,0.000930641,0.000773618,0.001543801,0.003166152,0.001604932,0.001522102,9.09078E-05,0.017376122,0.019152658
A031,0.000643191,0.000299706,0.000313977,0.000743993,0.000891849,0.000458624,4.98413E-05,0.000726139,0.00026757,0.000284609,5.35026E-05,0.000470021,0.000472371,0.000659162,6.94134E-05,0.000845136,0.000708075,0.001087586,0.000793974,0.0008017,0.000309605,0.000388718,0.001071088,0.00049024,0.000218201,0.000250356,1.21855E-05,7.28306E-05,-4.19794E-06,0.000462389,0.001391646,0.000292162,0.000315532,0.000242095,0.00033952,0.00026841,0.000776031,0.000471788,4.44831E-05,0.000269345,0.000535009,0.000677195,0.000290114,0.000680253,0.000503055,6.79363E-05,0.000625549,6.45775E-05,0.000293004,0.000850753
A032,0.002458443,0.001441953,0.000110661,0.001903885,0.001208552,0.008845993,0.000199088,0.002947081,0.005515409,0.000921354,0.000616297,0.001851761,0.007395005,0.000481751,0.000841906,0.001594731,0.000392325,0.000245048,0.00240926,0.001411671,0.000938504,0.001947495,0.003304903,0.001257396,0.002592372,0.000714838,0.000983909,0.002038303,0.00075086,0.001687145,0.000292162,0.015677068,0.008169833,0.009824701,0.01044643,2.17377E-05,0.009324568,0.001976593,0.000134184,0.002923328,0.001182582,0.000374716,0.000592151,0.009652049,0.001147515,0.00130998,0.009236287,0.00025032,0.00177882,0.003001481
A033,0.002382328,0.001000732,0.000850174,0.000582992,0.003373075,0.008393882,0.00015812,0.001292579,0.007451337,0.001743251,0.000941722,0.004398614,0.005977811,0.000308978,0.001489387,0.001361179,-6.20009E-05,0.000464661,0.002498966,0.002589006,0.002940365,0.002204701,0.001903546,0.002143119,0.001886123,0.000937589,0.000186988,0.000727073,0.001331476,0.002507403,0.000315532,0.008169833,0.014513546,0.007846014,0.011191701,0.000693267,0.006572744,0.001155477,0.000433572,0.002722205,0.002467095,0.000430803,0.001082909,0.006471612,0.000430349,0.000675815,0.007906462,0.000193812,0.001331188,0.002715115
A034,0.002419161,0.00081506,0.000330287,0.003209526,0.002568621,0.008899895,0.000157642,0.003922389,0.007875071,0.001457477,0.000399916,0.002126962,0.009526291,0.000711733,0.000836319,0.001781396,0.000469677,0.000570456,0.002965168,0.002311499,0.0023966,0.001809799,0.002720615,0.002052282,0.002506415,0.000329562,0.000650326,0.000480282,0.000516471,0.001335746,0.000242095,0.009824701,0.007846014,0.014593911,0.007854617,0.000596013,0.010876288,0.001626475,0.000144323,0.001861139,0.003063772,0.000649194,0.000934036,0.010481914,0.002214795,0.000140998,0.008877104,0.0001941,0.001176725,0.00084919
A035,0.002635644,0.000306929,0.000488808,0.000794426,0.002562858,0.00850737,0.000196233,0.002190205,0.010399893,0.0012329,7.27945E-05,0.00528981,0.01028041,0.000352212,0.000803346,0.002441353,0.000581302,0.000398403,0.003107003,0.003274232,0.001421351,0.002993776,0.0014914,0.002547123,0.001416289,0.001005359,0.001211532,0.001732916,0.000880463,0.001534453,0.00033952,0.01044643,0.011191701,0.007854617,0.016308504,-4.26896E-06,0.008221957,0.001804905,0.000364773,0.002349659,0.002503485,0.000228797,0.000736764,0.010091996,0.000983635,0.00087938,0.010228666,0.000173526,0.003609139,0.00165102
A036,0.001419423,0.001666229,0.001802595,0.001361972,0.00099865,0.000421328,9.30322E-05,0.001114425,0.000939918,0.003001881,0.002258642,0.001021163,-3.622E-05,0.000214597,0.002028811,0.001383524,0.000178338,0.000349991,0.000705842,0.001800309,0.000714659,0.001036601,0.001338164,0.001561706,0.001410245,0.00154127,0.002162957,0.001777836,0.002405507,0.0013931,0.00026841,2.17377E-05,0.000693267,0.000596013,-4.26896E-06,0.003877262,0.000156804,0.00083762,0.000177601,0.000815245,0.001328344,0.000189907,0.002848135,0.001259556,0.001050573,0.002566039,0.000367971,9.24454E-05,-0.000168144,0.000321507
A037,0.002320761,0.00105767,0.000783276,0.001504039,0.002082211,0.007990171,0.00022444,0.003060348,0.006373039,0.000838483,0.000779038,0.002920342,0.009061508,0.00049514,0.000554789,0.001773647,0.00045504,0.000656278,0.002599596,0.002549676,0.003074637,0.001886267,0.000434377,0.002473192,0.002432509,0.000631076,0.001194081,0.000989017,0.000639285,0.001055854,0.000776031,0.009324568,0.006572744,0.010876288,0.008221957,0.000156804,0.014057474,0.000921507,-6.28915E-05,0.002142624,0.000546967,0.000378502,0.000715329,0.00972957,0.000171848,0.000749442,0.009275763,6.76359E-05,0.000730686,0.00431381
A038,0.001379941,0.000215424,0.001169973,0.000996235,0.003598091,0.002434388,0.00019319,0.001734394,0.00183035,0.00044291,0.000388557,0.002286558,0.00102958,0.000559277,0.0001899,0.002293557,0.000706288,0.00048829,0.002873917,0.001058129,0.000678995,0.002981705,0.001734441,0.001564498,0.002031081,0.001003672,0.001065266,0.000178352,0.000269373,0.002204412,0.000471788,0.001976593,0.001155477,0.001626475,0.001804905,0.00083762,0.000921507,0.01318834,0.000267303,0.002855652,0.000943556,0.000332382,0.000414899,0.000677338,0.002550672,0.00023361,0.001017311,0.000206099,0.00213596,0.002324326
A039,0.000311475,-6.64098E-06,0.000127007,0.000309034,0.000487638,0.000245951,0.000157702,0.000345422,0.00013016,0.000162764,4.98758E-05,0.0001765,0.000144468,5.32002E-05,8.06846E-05,0.000626271,6.66398E-05,3.39997E-05,0.000334601,0.000379805,0.000321287,2.32642E-06,0.000555709,0.000195604,0.000127468,9.76659E-05,0.000141933,8.92618E-05,0.00013187,0.000193421,4.44831E-05,0.000134184,0.000433572,0.000144323,0.000364773,0.000177601,-6.28915E-05,0.000267303,0.00032785,1.71227E-05,0.00038799,1.56583E-05,7.28831E-05,0.000265613,0.000391572,7.83975E-05,0.000151191,0.000142296,0.000339255,0.000456595
A040,0.0043581,0.000914951,0.000176708,0.019770531,0.002725079,0.001275993,0.000220919,0.004547126,0.002075939,0.000652697,0.000260758,0.004570965,0.001618323,0.000872318,0.001301205,0.001502992,0.000628716,0.000893719,0.018246967,0.016444335,0.01809922,0.001890219,0.002458479,0.019524621,0.001868692,0.000292766,0.000630906,0.001238247,0.0008618,0.021819923,0.000269345,0.002923328,0.002722205,0.001861139,0.002349659,0.000815245,0.002142624,0.002855652,1.71227E-05,0.028946843,0.015205897,0.001101605,0.001140256,0.002442318,0.00293557,0.001260831,0.001963556,6.08276E-05,0.019318519,0.014920835
A041,0.003655993,0.001292322,0.001323942,0.018022645,0.003458855,0.003107195,0.00018232,0.001241257,0.002091577,0.000854633,0.00064402,-0.000602646,0.0028491,0.000978158,0.000799902,0.004146312,0.000731053,0.000958997,0.018110034,0.018281673,0.023697202,0.000759797,0.004379402,0.014566038,0.003781299,0.000985569,0.001993476,0.000802011,0.000562435,0.02227885,0.000535009,0.001182582,0.002467095,0.003063772,0.002503485,0.001328344,0.000546967,0.000943556,0.00038799,0.015205897,0.031968225,0.000645191,0.001321302,0.003321492,0.001339288,0.00090962,0.001831274,7.54049E-05,0.017341416,0.018078817
A042,0.001175035,0.000219604,0.000247006,0.000627148,0.000591631,0.001017005,1.00219E-05,0.000493023,0.000404338,7.81747E-05,5.95045E-05,0.000377677,0.00029729,0.00070705,0.00022323,0.001163179,0.000813226,0.000827431,0.001132296,0.000788106,0.000642097,0.000733979,0.001122933,0.000413673,0.000965652,0.000242809,0.000109578,0.000172221,0.000314995,0.000930641,0.000677195,0.000374716,0.000430803,0.000649194,0.000228797,0.000189907,0.000378502,0.000332382,1.56583E-05,0.001101605,0.000645191,0.001480525,0.000404435,8.56938E-06,0.000656581,0.000152191,0.000380469,6.55618E-05,0.000701741,0.000526716
A043,0.000784596,0.002052708,0.001571071,0.00075023,0.000179938,0.001093831,9.94659E-06,0.000945924,0.000600369,0.002863281,0.002125611,0.001354707,0.000584342,7.63435E-05,0.002277454,0.000665699,0.000190318,0.000320865,0.0012113,0.001358314,0.000877436,0.000658514,0.000962517,0.001265977,0.001972581,0.001897344,0.002279557,0.002275393,0.002762333,0.000773618,0.000290114,0.000592151,0.001082909,0.000934036,0.000736764,0.002848135,0.000715329,0.000414899,7.28831E-05,0.001140256,0.001321302,0.000404435,0.003516648,0.000978893,0.000430007,0.001858301,0.000701617,6.90671E-05,0.000890722,0.000434187
A044,0.001771937,0.000594696,0.000839236,0.003254021,0.003380371,0.007483129,7.01629E-05,0.002071251,0.008723301,0.000601951,0.000790205,0.003045235,0.009495197,0.000359523,0.000237481,-2.78373E-05,0.000595816,0.00098571,0.002726203,0.002288338,0.001071861,0.001121258,0.001571116,0.002373739,0.001199268,0.000626058,0.000979108,0.000908054,0.001083728,0.001543801,0.000680253,0.009652049,0.006471612,0.010481914,0.010091996,0.001259556,0.00972957,0.000677338,0.000265613,0.002442318,0.003321492,8.56938E-06,0.000978893,0.016078643,0.000897405,0.0010337,0.007268507,0.000176158,0.00316986,0.001187669
