A001,A002,A003,A004,A005,A006,A007,A008,A009,A010,A011,A012,A013,A014,A015,A016,A017,A018,A019,A020,A021,A022,A023,A024,A025,A026,A027,A028,A029,A030,A031,A032,A033,A034,A035,A036,A037,A038,A039,A040,A041,A042,A043,A044,A045,A046,A047,A048,A049,A050
-0.010443721,0.00726713,0.005535305,0.005246794,0.002805743,-0.005576963,-0.000675227,-0.00324131,-0.001372528,0.000316867,0.002447388,-0.004297136,0.004229252,0.003157784,-0.003561322,0.00602071,0.000540934,0.000588816,-0.009022716,0.003066983,-0.000583981,0.00482959,0.006151077,-0.004172771,0.010196163,0.002333391,0.004716411,0.005917946,0.002745741,-0.000358221,-0.003115921,0.000165272,-0.0106075,0.003382427,-0.004241813,0.000693552,0.000305774,-0.010909322,-0.001086291,-0.007309781,0.01093675,-0.001745086,-0.00033081,0.007200513,0.016337329,0.003763969,0.000184948,-0.000399325,0.014242739,-0.010645735
-0.003593433,-0.000905976,0.000962123,-0.006500183,-0.00948077,0.007645215,-0.000644204,-0.005633693,0.011992948,-0.000817684,0.002451816,-0.003390277,0.005285883,-0.002034891,0.001918926,-0.009909672,0.002175782,0.001891419,-0.005783955,0.000478511,-0.00367562,0.021128401,-0.004962758,-0.002505757,-0.005434664,0.001259356,0.000336405,-0.000904649,0.001811294,-0.002705104,0.001791694,0.004224996,0.003089168,0.005979962,0.00799968,-0.000993303,0.002537928,-0.002445793,-0.001267662,-0.003659416,-0.006828171,0.005010327,0.000375776,0.009351207,0.006886344,0.001679589,0.003440101,0.000164565,-0.001013918,-0.014166577
0.003796677,-0.001032092,0.001425175,0.007482484,0.009312881,0.005610956,-0.001144326,-0.004906571,0.002204447,0.000192285,-0.002910641,-0.001505918,0.010997606,0.004034191,0.00265863,-0.0131401,0.004510405,0.002528675,0.0219351,0.00548349,-0.000303598,-0.000928577,-0.003406051,0.0149846,0.006624549,-0.004546052,-0.00094735,-0.002602771,-0.003255924,0.002715734,0.003911116,-0.006238175,0.000941151,0.005816026,-0.000118035,-0.002561984,0.004685786,-0.003691822,-0.000800664,0.005937645,0.009939817,0.004329306,0.001145294,0.001674992,-0.007069382,0.002247141,-0.000572657,0.000205141,0.003157791,0.002581992
0.011884867,-0.003552518,-0.001148226,0.025715386,0.020621336,-0.004403683,-0.000339138,0.029965101,-0.003886838,-3.1741E-05,-0.000430425,0.032554401,-0.014768591,0.000722642,-0.001219174,0.008497184,-0.000737839,-0.002542372,-0.004660007,0.003024602,0.006297047,0.002629308,0.003699971,0.019342555,0.013286038,0.000254825,-0.003537833,-0.005672169,-0.006150454,0.008744441,-0.004068449,-0.009193683,-0.003498732,-0.007622785,-0.006156535,-0.001677515,-0.009281874,0.009679298,-0.000525518,0.025293651,0.003694001,-0.00229727,-0.00207351,-0.006555438,-0.00400266,-0.00299883,-0.003620549,-0.000699338,0.005257019,0.005037593
0.013048465,-0.002949803,-0.002192264,0.007507013,0.000299538,-0.00452109,0.000893473,0.021701103,-0.000741444,-0.000645647,-0.004005894,0.013159922,-0.002209606,0.0013211,5.93213E-05,0.001957421,0.002103907,0.002208381,-0.008550399,-0.005327297,-0.011202823,-0.001143096,0.029014306,-0.010461924,0.006478929,0.00111398,0.003825438,-0.001242702,-0.000117576,-0.007770412,0.00292607,-0.001233839,-0.015741977,-0.004044683,-0.001180992,0.000455299,-0.004482414,0.001651812,0.000756459,-0.003267523,0.003628723,0.000868999,0.00138363,0.004572732,0.002547986,-0.003554279,-0.00013254,-0.000482,0.006939147,0.00033249
0.000792921,0.003576494,0.005813098,0.013948454,0.006188451,0.001941884,-0.000456872,0.009772751,0.008738906,0.002924525,0.003883853,0.001450696,0.011302241,0.002015737,0.008210886,7.14048E-05,0.002277767,0.004447744,0.003307675,0.004731501,0.003136415,-0.000579818,0.017525193,0.003479517,0.012350028,0.003149336,0.007915036,0.003584812,0.005313207,0.00755988,0.005106033,-0.003664592,-0.010366918,0.007382726,-0.005345058,0.007025002,0.00617607,0.011633777,-0.000700698,0.017236292,0.013389192,0.002646968,0.00798463,0.012406684,-0.007694675,0.005662932,0.002294588,0.000164253,0.008051138,-0.001335023
-0.002900821,0.001935963,-0.00033561,0.000205564,0.007952473,0.001476287,-0.00048743,-0.002058745,0.00677616,-0.00047899,0.001773607,0.016615947,0.003579779,-0.001570003,0.000649215,0.021843645,0.000850063,-0.001448728,-0.007557296,-0.007054184,-0.006557002,0.007401305,-0.008300902,0.006914968,0.019924694,0.002351045,0.000547695,0.000906744,0.00484502,-0.005348997,-0.00188177,0.00264598,0.001501453,0.003030174,0.006521082,0.001830771,0.002671936,0.001936698,-0.001670179,-0.007358585,-0.001698585,0.001081884,0.003515875,0.005842247,-0.003071908,-0.000569389,-0.000127477,-0.001502166,-0.009047311,-0.004845333
0.010864883,-0.001727645,0.000642738,0.009569563,0.002429951,-0.000696185,-0.000118742,-0.000444379,0.005158176,0.007578456,0.001743491,0.006696396,0.006653183,0.002535494,0.004215045,-0.009123111,-0.000429554,0.002029172,0.007158507,-0.008093501,-0.004098981,-0.007372377,0.003154266,0.00186927,-0.002414449,0.000776317,0.003228493,0.003890189,0.000794989,0.008267993,0.002476545,-0.002716827,0.004506979,0.010729169,-0.001207117,0.00410268,0.006291069,-0.001550372,-0.001378786,0.00980093,0.001057157,0.000174822,0.00146968,0.004949908,0.000663838,0.000308084,0.005255837,-0.001456368,-0.008043737,0.006103906
-0.003413789,-0.006532318,-0.003908523,0.008337949,-0.005349411,-0.007643958,-0.000289637,0.009227802,-0.008580109,-0.010776702,-0.001619774,0.010983432,-0.002140277,0.000629667,0.002253935,0.022468849,0.000564551,0.002300228,0.01727875,0.002420304,0.008783857,0.001215524,0.002067281,0.003678899,0.008079584,-0.006429086,-0.002834128,-0.004283751,-0.003375567,0.006168054,-0.00173552,0.003605948,-0.007668562,-6.81851E-05,-0.002502835,-0.006673817,0.003607095,-0.005736741,-0.000637895,0.017306728,0.010968553,-0.001930068,-0.006887189,0.000840858,-0.006846474,-0.002101895,-0.004507736,0.000599768,0.002298688,0.011034022
-0.016403352,-0.006775788,-0.004159799,-0.008353798,-0.001148499,0.005428627,-0.002559271,-0.003285337,0.003960881,-2.53263E-05,-0.000445499,-0.005898245,-0.001906217,0.000984175,0.000591401,-0.006814939,0.002564745,0.001308293,-0.005778353,-0.000134116,0.006634041,0.003904608,0.008517191,-0.001080515,-0.001170086,-0.003715912,-0.003926028,-0.010051947,-0.004319094,0.00413377,0.00049505,-0.003999705,0.009807,0.010580247,-0.001797761,-0.000790188,0.0020178,-0.000208113,-0.00231851,-0.004966299,0.006462784,0.001327852,-0.002938461,0.005351252,-0.009083536,-0.00148707,-0.003503037,-0.001304343,8.54912E-05,-0.00182819
-0.019584554,0.001456328,0.001558216,-0.011196653,-0.00453543,0.001328744,-0.001414493,-0.001805754,-0.000831147,-7.58567E-05,-0.002283375,0.00064927,-0.000538767,-0.000385382,-0.000123948,-0.000359201,1.38369E-05,0.00260197,-0.009125254,-0.003875525,-0.00427178,-0.008246268,0.00297319,0.002775454,0.008432734,-0.000717407,-0.003255713,-0.003183527,0.001042636,-0.012594028,0.001694771,0.011778324,0.005400738,0.009609355,0.002493755,-0.000580078,0.014191714,-0.000946366,-0.001711753,-0.001144143,-0.017706899,0.001671822,0.001513464,0.01001493,-0.01228972,0.001981276,0.005840724,0.00029396,0.000715627,-0.012538592
0.002986267,0.002320907,-0.000724651,-0.009116127,-0.006966815,0.009254608,-0.000178217,-0.017058925,0.002020315,-0.002905336,0.003316933,-0.01525243,0.007279102,-0.001072406,0.001153664,0.00083124,-0.001596248,-0.000870854,-0.01164814,0.000401426,-0.001068858,-0.007846886,-0.013590181,-0.012864023,0.001550926,0.000718795,-0.000650577,-0.001776116,-0.002017912,-0.012137709,-0.000510388,0.001279886,0.003238417,0.003431624,0.004711949,-0.004328491,0.004997009,-0.00517091,0.000674448,-0.020403595,0.004394916,-0.000496025,0.001421957,0.003749367,-0.010126694,-0.002086158,0.003697839,0.000723318,-0.010599967,-0.019423828
0.00463167,-0.001697635,-0.000420815,-0.002930605,0.011241603,0.009852879,0.000290857,-0.009214034,0.009790429,0.003737639,0.000404699,-0.004669167,0.003113668,0.005076215,0.002698173,0.008717887,0.003693447,0.006736625,0.023949569,0.005750391,-0.001567222,0.000244778,0.000337879,-0.001853927,0.013804555,-0.001959906,-0.003930838,-0.006047587,0.001467277,0.00912379,0.005489048,0.000572719,0.012950583,0.00826216,0.001738253,0.00810031,0.004973642,0.023217734,0.00030995,0.0170351,0.007172278,0.006773326,0.004275644,0.002057465,-0.006714295,0.003085657,0.00984594,0.000924011,0.005662527,0.002826961
0.003257136,-0.008721421,0.000315719,-0.00499708,0.014457102,-0.008446038,0.000173595,0.015877287,-0.010612571,-0.004384588,-0.00298783,0.005188381,-0.014104142,-0.001862431,-0.001317983,0.008596799,0.003301069,0.001304962,-0.002704439,-0.000298347,-0.013495691,0.023708748,0.01499825,-0.013073507,0.002822681,-0.003381123,-0.001642455,-0.005764182,-0.003745658,-0.015420572,0.001844822,-0.011081401,-0.014315034,-0.011398506,-0.008026124,-0.001319582,-0.012357319,0.005673388,0.001966363,-0.014981609,-0.005783963,0.001575218,-0.004437685,-0.002889006,0.014008921,-0.00320743,-0.012548968,0.001689437,0.006736086,-0.012835404
0.00375337,0.002960903,0.00297457,0.001430217,-0.001795046,0.000669396,-0.001150987,-0.006652683,0.001164694,-0.007578941,-0.006167535,-0.006967021,0.008983855,0.000410571,-0.000482614,0.00902219,0.000131495,-0.001933471,-0.017796927,-0.013098074,-0.00451569,0.010421186,-0.018719342,0.001965952,0.015475849,-0.002501013,-0.005682249,-0.001419408,-0.002204777,-0.002477196,0.001451881,0.007640043,-0.004429905,0.004589932,0.006139348,-0.00558825,0.000764242,-0.00357811,-0.001792186,-0.000799085,-0.000363713,0.001526355,-0.002541118,0.000915883,0.002917314,-0.0012191,0.006489607,-0.000142921,-0.008317229,-0.007130889
0.012623434,-0.004657241,-0.0061147,-0.020221583,0.011554306,-0.00755331,8.87437E-05,0.006056744,-0.018087444,-4.72034E-05,-0.002195716,0.007531146,-0.009743296,0.003456467,-0.001567148,0.00675952,0.001360712,0.001152432,-0.004460961,-0.02717053,-0.022617523,-0.007341355,0.00215142,-0.017731719,0.007431107,-0.005023798,-0.006115408,-0.002155388,-0.004143664,-0.013539159,0.000648156,-0.007585466,-0.012154891,-0.005059864,-0.019533895,-0.002254611,-0.008480585,-0.001446629,-0.000275408,-0.018210795,-0.019704991,-0.000971342,-0.002819781,-0.009902486,0.002743953,-0.004685554,-0.014017799,-8.59822E-05,-0.017613568,-0.007669152
-0.009526428,-0.003511413,0.002212718,0.000151441,0.006741676,0.004766108,-0.000141617,-0.020186737,0.013668125,-0.006207988,-0.006928648,-0.017677193,0.016888039,-0.003161224,-0.000971744,-0.012134369,-0.000996769,-0.000313876,0.019063507,-0.001217457,-0.005257729,-0.002753792,-0.021521903,0.009280446,-0.006297702,-0.005982293,-0.004457308,-0.003736577,0.001731425,-0.001492014,-0.000241514,0.000320345,0.003418472,0.010686205,0.006392587,-0.000230072,0.003191247,0.012026435,0.000434905,0.004856631,0.002558742,-0.004202988,-0.002223716,0.022472471,-0.0120343,-0.001377824,-0.0016429,0.000123291,0.009193075,-0.006905313
0.007694914,-0.002726901,-0.002435773,0.003085378,0.00565836,-0.005405962,0.000320228,0.011883346,-0.000659148,0.001143201,-0.002307908,0.008516226,-0.001711872,0.002804324,0.001399111,-0.007601709,0.003652736,0.005605542,-0.00139748,-0.020215254,-0.010292799,0.006735628,0.005453501,0.00040393,-0.000242117,-0.002123203,-0.00309952,-0.003117524,-0.002528562,-0.000270561,0.002291507,-0.006797362,0.00205176,-0.001037057,-0.00298582,-0.000479016,-0.002875985,0.003159943,0.001143218,0.011502443,-0.006310081,0.001235051,-0.00062779,0.000425826,0.007532959,-0.001350228,-0.006329756,0.001044773,0.001487865,0.010928577
0.001035898,0.006435181,0.005177084,0.005476579,0.025269431,-0.003953373,-0.001159581,0.000398732,-0.002074001,0.009725989,0.007150419,0.006463692,0.000281161,0.003989577,0.006649017,0.001620118,0.004304766,0.004896841,0.007384988,0.007060811,-5.33709E-05,-0.006003346,-0.000529636,-0.002742519,0.011335511,0.004745778,0.007723265,0.005296216,0.004927808,0.007993532,0.002804988,-0.001991401,0.00403759,0.006744978,-0.005882464,0.005349732,-0.00401953,0.005692582,5.7014E-05,0.001334618,0.009174626,0.002864694,0.006520218,0.003922324,-0.003809356,0.005437518,-0.007226442,-0.000272794,0.004790459,-0.002056692
0.005725393,-0.000150992,0.005220411,-0.02236541,0.013495711,0.010002779,-7.65054E-05,0.011130967,0.010404706,-0.003034696,-0.0019951,0.011298521,0.003955599,0.002935351,-0.001206454,-0.001659665,0.003794096,0.005454136,-0.009886856,-0.002381751,-0.004571484,0.007826243,0.008524517,-0.025253862,0.00159145,1.06338E-06,-0.001617906,-0.004211597,0.000988365,-0.004352167,0.002708877,0.000694356,0.007546577,0.005562726,0.009406279,0.000495981,0.000533779,0.01131646,0.001183177,-0.007916538,0.000278464,0.002425752,-0.001314119,0.011695529,0.013273129,0.001110988,0.008707056,0.000358234,0.011980471,-0.012378325
0.017797548,-0.005469201,-0.005565504,0.004107189,-0.00611853,-0.001792278,0.002180069,0.003688783,0.002052758,-0.00091307,-0.000705017,-0.005123463,0.000554563,-0.002078262,-0.002990786,-0.003909081,0.004466284,0.003701472,0.021328645,0.000506555,0.009003325,-0.001114331,0.005553272,0.018501134,-0.013727877,0.001484698,-0.000652764,0.001088269,-0.000432952,0.004814036,0.002014561,-0.002810583,-0.007827569,-0.005091746,0.006023388,0.000160239,-0.000290164,0.005038638,0.001416235,0.012826669,0.007706377,-0.001821869,0.001956125,0.003161766,-0.01524378,-0.002848009,-0.002091302,0.000459145,0.007766865,0.005423679
-0.013273292,-0.004931755,-0.001644995,-0.010631329,-0.004772247,-0.010894229,0.001168312,0.006679457,-0.004526549,-0.000601504,-0.001546967,0.004618953,-0.003053543,-0.000372368,-0.000780937,0.004524021,-0.000410417,-0.001376978,0.002651738,0.007477052,0.003775079,0.004265388,0.001998554,-0.011577573,-0.003252667,-0.003913317,-0.004077337,-0.006680126,-0.001167645,4.18266E-05,0.00042211,-0.01399856,-0.008297829,-0.005611219,-0.005644502,-0.004104755,0.000263303,-0.007808682,0.000865048,-0.005189351,0.003897292,-0.002721118,-0.002937161,-0.00411229,-0.002397354,-0.004256914,-0.002280907,0.000704141,0.017794408,0.001753526
0.012984862,0.001315097,6.9271E-05,-0.024731837,0.023026474,0.012359471,0.000381899,0.017299724,0.017056813,-0.00080014,-0.001529759,0.022183598,0.012782806,0.000646274,0.001050374,0.009042087,0.004756484,0.005971101,-0.016960942,-0.008854501,-0.017626368,0.007209338,0.010820392,-0.018231761,0.022278888,0.002314939,-0.000445767,-0.001850274,0.002010448,-0.01364621,0.004801679,0.007049511,0.009078226,0.011578859,0.013384358,0.004702407,0.012982449,0.011566205,0.000678971,-0.010680104,-0.015880153,0.006171131,0.005261886,0.010577942,0.004295095,0.002895977,0.013585241,0.000833364,-0.015984809,-0.020041051
0.015380127,0.00405146,0.004632334,0.010802069,0.009899016,-0.006989335,-0.000387607,0.00820557,-0.005077332,0.00388356,0.003982163,0.008191887,-0.001933278,-0.001479765,0.002578858,-0.001411476,0.001304641,0.000472506,0.013136299,0.012436656,0.00889055,0.005560098,0.016475909,0.01538645,0.01499577,0.004683566,0.006782045,0.00711884,0.004744824,0.018335428,0.000786135,0.003426811,-0.00308217,-0.004059409,0.000187893,0.004711791,-0.002705998,-0.007234591,-2.14548E-05,0.012346059,0.013723095,0.002133323,0.004887825,0.007009236,0.000438646,0.00760385,-0.006731634,0.000835258,0.004826146,0.00824862
0.00348545,-0.00536649,-0.003838342,-0.010260306,-0.009250289,0.007978054,0.00044624,-0.016558529,0.006133068,-0.006580178,-0.007210394,-0.015587133,0.006219291,-0.002978206,-0.003216441,-0.015185448,-0.00556492,-0.006007638,0.011401151,-0.005432315,-0.006560796,0.009382644,-0.018635837,-0.009353441,-0.015470675,-0.00980876,-0.007690412,-0.007857217,-0.00437128,0.007307462,-0.00040103,0.000259746,0.001468272,0.001911578,0.000101096,-0.00620811,0.002127902,0.002137743,-0.001581265,0.006348145,-0.004156441,-0.001924537,-0.008586428,-0.000130502,0.005986916,-0.002994293,0.00587165,-0.00034773,0.008426147,0.000734871
0.009110308,-0.001105246,-0.007348714,-0.011635985,-0.002296962,-0.003941704,-0.00044813,0.012747092,0.003560653,0.003053703,-0.002770566,0.008118495,0.006140292,-0.002832292,0.002936459,0.004514136,0.000664835,0.00034905,-0.004583514,-0.000546662,0.008435687,-0.001054854,0.013681894,0.00222137,0.005613239,0.001856604,-0.00118092,-0.001825275,0.002176683,0.012207318,0.000841137,-0.001086373,0.002786968,0.006308981,0.001463802,0.004070707,0.000531135,0.007707791,-0.000402767,-0.003643239,0.01076679,-0.001287432,0.006547292,0.00096379,0.00538202,-0.005169853,-0.003328032,-7.00957E-05,-0.014576189,0.007417195
0.005107745,0.00069437,0.00072326,-0.000274819,0.003399491,0.007192912,-2.9733E-06,-0.008431219,0.002798486,-0.001744763,-0.001942351,-0.003586698,0.001427952,0.000269142,0.000145308,0.007329733,-0.000862459,-0.000276932,0.008345765,0.007926089,0.002868193,-0.000522753,-0.000582772,0.000782105,0.004758161,-0.002611028,-0.001620931,-0.00151917,-0.000904372,-0.006523032,-0.001397147,-0.001927464,0.012004384,0.004961401,0.008484897,-0.001598025,0.003609343,-0.0095729,0.000927784,0.000790036,0.008840681,0.000250957,0.000630742,0.004634848,-0.006611032,-0.000627131,0.005250291,0.00028163,0.00110869,-0.016850888
-0.000467506,-0.0004804,-0.0037295,0.002218574,-0.008830528,0.017040848,0.000694561,0.004287112,0.001908609,-0.003008875,-0.005544954,-0.007747724,0.003930327,-0.004402473,-0.002648272,0.015838504,-0.003909723,-0.008147698,-0.010555227,-0.020445144,-0.018671131,0.013134825,-0.005258862,-0.00301374,0.007089139,-0.003277948,-0.007058998,0.00149729,-0.003307149,-0.016161127,-0.003760772,0.011824475,0.003069595,0.006101945,0.005682706,-0.000308929,0.004711609,-0.01069614,-1.42338E-05,-0.004546789,-0.01573601,-0.000202102,0.000189962,-0.004901431,0.007383652,-0.002213457,0.009251073,-0.000449047,-0.015433935,-0.007549556
0.005343677,-0.003207013,-0.002811433,0.004923479,0.015918478,0.013972597,0.00158048,0.019309341,0.016926524,-0.000620566,-0.0033567,0.019201689,0.020396384,-0.000764022,-0.002302362,0.029216017,0.000151844,-0.002530167,0.004640364,0.012545813,0.000947458,0.005102124,0.020251259,0.005595077,0.02677601,-0.001444364,0.001175736,-0.001718944,-0.002241731,-0.000899015,-0.000651299,0.012747468,0.005028073,0.017918814,0.018255149,-0.000615945,0.020530923,0.004049402,0.000932038,-0.008453161,0.008105766,-0.002542733,-0.001822121,0.01617545,-0.006562417,-0.001618511,0.016193746,-0.000366773,0.002066645,-0.000220164
